Brand,Ciudades,Freq,lat,lot
Head & Shoulders,Orlando,4,42.2590531,-85.63995804263892
Tide,Columbus,4,-16.5080675,-68.1262832
L'Oreal Paris,Broken Arrow,4,4.7526689,-74.1085512
Rubbermaid,Winnipeg,4,42.2590531,-85.63995804263892
L'Oreal Paris,Auburn,4,42.2590531,-85.63995804263892
Tide,Oklahoma City,4,42.2590531,-85.63995804263892
Clorox,San Jose,4,44.0689714,-123.8417316
L'Oreal Paris,Katy,4,-16.5080675,-68.1262832
Tide,San Diego,4,42.2590531,-85.63995804263892
L'oreal Paris,Philadelphia,4,0,0
Clorox,Kansas,4,42.2590531,-85.63995804263892
Tide,Greenville,4,49.8073011,23.9776509
Clorox,Baltimore,4,25.7813034,-100.30184039898356
Tide,Portland,4,42.2590531,-85.63995804263892
L'oreal Paris,Raleigh,4,25.7813034,-100.30184039898356
Head & Shoulders,Chesapeake,4,42.2590531,-85.63995804263892
Clorox,Illinois,4,42.2590531,-85.63995804263892
Tide,Saint Louis,4,34.0797054,-117.23501099958955
L'Oreal Paris,Charlotte,4,30.5291554,-97.6878799
L'Oreal Paris,San Antonio,4,-16.5080675,-68.1262832
Tide,Nashville,4,44.0689714,-123.8417316
Tide,Tucson,4,42.2590531,-85.63995804263892
Tide,Brooklyn,4,42.2590531,-85.63995804263892
Vaseline,Detroit,4,0,0
Tide,Charlotte,4,-16.5080675,-68.1262832
Clorox,Durham,4,4.7526689,-74.1085512
Clorox,Lincoln,4,44.0689714,-123.8417316
Clorox,Massachusetts,4,25.7813034,-100.30184039898356
L'Oreal Paris,Mattoon,4,0,0
Clorox,Phoenix,4,34.0797054,-117.23501099958955
Tide,Madison,4,0,0
L'oreal Paris,Ny,3,44.0689714,-123.8417316
L'Oreal Paris,Albuquerque,3,0,0
Tide,Fort Lauderdale,3,42.2590531,-85.63995804263892
Clorox,Washington,3,-16.5080675,-68.1262832
Clorox,Georgetown,3,0,0
L'Oreal Paris,Concord,3,44.0689714,-123.8417316
Tide,Oakdale,3,-16.5080675,-68.1262832
Tide,Saint Petersburg,3,-16.5080675,-68.1262832
Tide,Sacramento,3,42.2590531,-85.63995804263892
Head & Shoulders,New York,3,0,0
Clorox,Lexington,3,0,0
Clorox,Fort Worth,3,42.2590531,-85.63995804263892
L'Oreal Paris,Lexington,3,44.0689714,-123.8417316
L'oreal Paris,Tampa,3,42.2590531,-85.63995804263892
Pendaflex,New York,3,44.0689714,-123.8417316
Rubbermaid,New York,3,25.7813034,-100.30184039898356
Clorox,Fresno,3,-16.5080675,-68.1262832
Tide,Rochester,3,0,0
Lemi Shine,Tampa,3,4.7526689,-74.1085512
Clorox,Kansas City,3,25.7813034,-100.30184039898356
L'Oreal Paris,Cape Coral,3,44.0689714,-123.8417316
Tide,Ocala,3,0,0
Pendaflex,Worcester,3,42.2590531,-85.63995804263892
Pendaflex,Philadelphia,3,-16.5080675,-68.1262832
Tide,Tulsa,3,42.2590531,-85.63995804263892
Rubbermaid,Dallas,3,42.2590531,-85.63995804263892
Clorox,Lancaster,3,42.2590531,-85.63995804263892
Lemi Shine,Phoenix,3,44.0689714,-123.8417316
L'Oreal Paris,Reading,3,34.0797054,-117.23501099958955
Head & Shoulders,Pittsburgh,3,0,0
Tide,York,3,30.5291554,-97.6878799
Tide,Knoxville,3,53.2454125,10.4108193
Clorox,Tucson,3,42.2590531,-85.63995804263892
L'Oreal Paris,Springfield,3,42.2590531,-85.63995804263892
Pendaflex,Springfield,3,44.0689714,-123.8417316
Clorox,Detroit,3,42.2590531,-85.63995804263892
Vaseline,Toronto,3,34.0797054,-117.23501099958955
Tide,Des Moines,3,0,0
Nexxus,Philadelphia,3,34.0797054,-117.23501099958955
Tide,Lancaster,3,44.0689714,-123.8417316
Clorox,Burlington,3,44.0689714,-123.8417316
Clorox,Oregon,3,-54.0540254,-71.13482019937639
L'oreal Paris,Kansas City,3,42.2590531,-85.63995804263892
Clorox,Oklahoma,3,42.2590531,-85.63995804263892
Clorox,Flint,3,44.0689714,-123.8417316
Pendaflex,Rochester,3,0,0
L'oreal Paris,Rochester,3,-16.5080675,-68.1262832
Clorox,Rochester,3,44.0689714,-123.8417316
L'Oreal Paris,Roanoke,3,42.2590531,-85.63995804263892
Clear Scalp & Hair Therapy,Dallas,3,25.7813034,-100.30184039898356
Clorox,Kentucky,3,34.0797054,-117.23501099958955
Nexxus,Washington,3,42.2590531,-85.63995804263892
Tide,Utica,3,42.2590531,-85.63995804263892
Tide,Panama City,3,44.0689714,-123.8417316
Clorox,Richmond,3,42.2590531,-85.63995804263892
Tide,Elk Grove,3,25.7813034,-100.30184039898356
L'oreal Paris,Orlando,3,42.2590531,-85.63995804263892
Tide,Springfield,3,0,0
Pendaflex,Cleveland,3,25.7813034,-100.30184039898356
Clear Scalp & Hair Therapy,Chicago,3,25.7813034,-100.30184039898356
L'Oreal Paris,Brooklyn,3,-16.5080675,-68.1262832
Pendaflex,Atlanta,3,33.4060825,-86.78985769796296
Nexxus,San Francisco,3,0,0
L'oreal Paris,San Francisco,3,25.7813034,-100.30184039898356
Clorox,Jackson,3,44.0689714,-123.8417316
Lemi Shine,San Diego,3,0,0
L'oreal Paris,Savannah,3,42.2590531,-85.63995804263892
Tide,Moore,3,33.7948282,-92.8176632
Tide,Chesapeake,3,-16.5080675,-68.1262832
L'oreal Paris,San Diego,3,44.0689714,-123.8417316
Tide,Houma,3,0,0
L'oreal Paris,Auburn,3,44.0689714,-123.8417316
Clorox,Augusta,3,42.2590531,-85.63995804263892
Pendaflex,Syracuse,3,51.0877296,-113.9919091
Head & Shoulders,Chicago,3,42.2590531,-85.63995804263892
NYX,Atlanta,3,0,0
L'Oreal Paris,Aurora,3,45.7918263,11.246211
Axe,Los Angeles,3,34.0797054,-117.23501099958955
Clorox,Harrisburg,3,34.0797054,-117.23501099958955
L'oreal Paris,Shawnee,3,4.7526689,-74.1085512
Head & Shoulders,Los Angeles,3,0,0
L'oreal Paris,Minneapolis,3,42.2590531,-85.63995804263892
Nexxus,Los Angeles,3,42.2590531,-85.63995804263892
Tide,Arlington,3,-16.5080675,-68.1262832
L'Oreal Paris,Sandy,3,4.7526689,-74.1085512
L'Oreal Paris,San Jose,3,4.7526689,-74.1085512
Clorox,Louisville,3,52.51759,13.32558793157904
Tide,Charleston,3,44.0689714,-123.8417316
Hoover,Atlanta,3,30.5291554,-97.6878799
Tide,Allentown,3,-16.5080675,-68.1262832
L'Oreal Paris,Cincinnati,3,25.7813034,-100.30184039898356
L'Oreal Paris,Sarasota,3,0,0
L'Oreal Paris,Houston,3,42.2590531,-85.63995804263892
L'oreal Paris,Charlotte,3,25.7813034,-100.30184039898356
L'oreal Paris,Nashville,3,42.2590531,-85.63995804263892
Tide,Aurora,3,34.0797054,-117.23501099958955
Clorox,San Antonio,3,42.2590531,-85.63995804263892
Pendaflex,Houston,3,25.7813034,-100.30184039898356
L'Oreal Paris,Nashville,3,42.2590531,-85.63995804263892
Tide,Watertown,3,-16.5080675,-68.1262832
L'oreal Paris,Jacksonville,3,42.2590531,-85.63995804263892
Rubbermaid,Grand Junction,3,-16.5080675,-68.1262832
L'Oreal Paris,Marietta,3,-16.5080675,-68.1262832
Clear Scalp & Hair Therapy,Cleveland,3,44.0689714,-123.8417316
Tide,Green Bay,3,25.7813034,-100.30184039898356
Clorox,Seattle,3,44.0689714,-123.8417316
Tide,Buffalo,3,44.0689714,-123.8417316
Tide,Anderson,3,0,0
Lemi Shine,Chicago,2,34.0797054,-117.23501099958955
L'Oreal Paris,Delphos,2,34.0797054,-117.23501099958955
Head & Shoulders,Seattle,2,0,0
Lemi Shine,Scottsdale,2,0,0
Clear Scalp & Hair Therapy,Seattle,2,13.131644,80.2121709
Hoover,Delran,2,44.0689714,-123.8417316
Rubbermaid,Spring Hill,2,42.2590531,-85.63995804263892
Tide,Deltona,2,44.0689714,-123.8417316
Clorox,Spring Hill,2,42.2590531,-85.63995804263892
L'oreal Paris,Providence,2,0,0
Tide,Chandler,2,42.2590531,-85.63995804263892
Nexxus,Redondo Beach,2,-16.5080675,-68.1262832
Head & Shoulders,Chandler,2,42.2590531,-85.63995804263892
Clorox,Denver,2,25.7813034,-100.30184039898356
Tide,Chattanooga,2,-16.5080675,-68.1262832
Tide,Santa Rosa,2,30.5291554,-97.6878799
L'oreal Paris,Dayton,2,49.1012095,-117.8565546
Head & Shoulders,Redlands,2,-16.5080675,-68.1262832
Tide,Schenectady,2,42.2590531,-85.63995804263892
Clorox,Springfield,2,42.2590531,-85.63995804263892
Tide,Dayton,2,0,0
Rubbermaid,Charlotte,2,34.0797054,-117.23501099958955
L'Oreal Paris,Sebastian,2,-16.5080675,-68.1262832
Neutrogena,Charlotte,2,-16.5080675,-68.1262832
Rubbermaid,Richmond,2,42.2590531,-85.63995804263892
L'Oreal Paris,Scappoose,2,42.2590531,-85.63995804263892
Head & Shoulders,Springfield,2,42.2590531,-85.63995804263892
L'Oreal Paris,Delafield,2,42.2590531,-85.63995804263892
Tide,Spring Valley,2,34.0797054,-117.23501099958955
L'oreal Paris,Scottsdale,2,0,0
Clorox,Decatur,2,25.7813034,-100.30184039898356
Tide,Sarasota,2,34.0797054,-117.23501099958955
Tide,Quincy,2,25.7813034,-100.30184039898356
Rubbermaid,Sarasota,2,0,0
L'Oreal Paris,Quincy,2,-16.5080675,-68.1262832
L'oreal Paris,Richmond,2,25.7813034,-100.30184039898356
Lemi Shine,San Jose,2,44.0689714,-123.8417316
Rubbermaid,Chicago,2,25.7813034,-100.30184039898356
L'Oreal Paris,Ridley Park,2,34.0797054,-117.23501099958955
L'oreal Paris,Denver,2,42.2590531,-85.63995804263892
Rubbermaid,Columbia,2,42.2590531,-85.63995804263892
L'Oreal Paris,Columbia,2,42.2590531,-85.63995804263892
Tide,Cedar Falls,2,42.2590531,-85.63995804263892
L'oreal Paris,Colorado Springs,2,0,0
Tide,Clearwater,2,42.2590531,-85.63995804263892
L'oreal Paris,Sacramento,2,34.0797054,-117.23501099958955
OxiClean,San Antonio,2,42.2590531,-85.63995804263892
Clorox,Saginaw,2,42.2590531,-85.63995804263892
L'oreal Paris,Shreveport,2,44.0689714,-123.8417316
L'Oreal Paris,Saint Louis,2,34.0797054,-117.23501099958955
Clorox,South Bend,2,42.2590531,-85.63995804263892
L'oreal Paris,San Antonio,2,44.0689714,-123.8417316
L'oreal Paris,Seattle,2,-16.5080675,-68.1262832
L'Oreal Paris,Somerset,2,0,0
Tide,Clovis,2,42.2590531,-85.63995804263892
Clorox,Silver Spring,2,0,0
Clorox,Salem,2,49.1012095,-117.8565546
Tide,Salt Lake City,2,34.0797054,-117.23501099958955
L'Oreal Paris,Salem,2,42.2590531,-85.63995804263892
Pendaflex,Salem,2,0,0
L'Oreal Paris,Clifton,2,42.2590531,-85.63995804263892
Clorox,Salisbury,2,0,0
Clorox,Somerset,2,-16.5080675,-68.1262832
Clorox,Sioux City,2,42.2590531,-85.63995804263892
L'oreal Paris,Round Rock,2,4.7526689,-74.1085512
Head & Shoulders,San Diego,2,42.2590531,-85.63995804263892
Clorox,Shelbyville,2,42.2590531,-85.63995804263892
Pendaflex,Southbury,2,0,0
Clorox,Covington,2,42.2590531,-85.63995804263892
Clorox,Riverside,2,4.7526689,-74.1085512
Clorox,Spokane Valley,2,0,0
Clorox,Roanoke,2,42.2590531,-85.63995804263892
L'Oreal Paris,Sanford,2,42.2590531,-85.63995804263892
Lemi Shine,San Tan Valley,2,42.2590531,-85.63995804263892
Tide,San Pedro,2,33.7948282,-92.8176632
L'Oreal Paris,Chula Vista,2,34.0797054,-117.23501099958955
Clorox,Cincinnati,2,0,0
L'oreal Paris,Slidell,2,0,0
Tide,Campbell,2,0,0
L'Oreal Paris,Canton,2,42.2590531,-85.63995804263892
Pendaflex,Columbus,2,53.2454125,10.4108193
Rubbermaid,Rochester,2,44.0689714,-123.8417316
Clorox,South Carolina,2,25.7813034,-100.30184039898356
Tide,Corpus Christi,2,42.2590531,-85.63995804263892
Lemi Shine,South Bend,2,33.4060825,-86.78985769796296
L'oreal Paris,Cincinnati,2,-16.5080675,-68.1262832
Neutrogena,San Francisco,2,30.5291554,-97.6878799
Clorox,Rock Hill,2,-16.5080675,-68.1262832
Lemi Shine,Rockford,2,42.2590531,-85.63995804263892
L'Oreal Paris,Conway,2,44.0689714,-123.8417316
Tide,Rocky Point,2,-16.5080675,-68.1262832
Tide,Compton,2,25.7813034,-100.30184039898356
Vaseline,Seattle,2,44.0689714,-123.8417316
NYX,Los Angeles,2,42.2590531,-85.63995804263892
L'oreal Paris,Portland,2,4.7526689,-74.1085512
Clorox,Middletown,2,0,0
NYX,Miami,2,-16.5080675,-68.1262832
Tostitos,Mesquite,2,34.0797054,-117.23501099958955
L'Oreal Paris,Herndon,2,-16.5080675,-68.1262832
Tide,Hesperia,2,42.2590531,-85.63995804263892
Tide,Memphis,2,34.0797054,-117.23501099958955
Tide,High Point,2,0,0
Tide,Medina,2,42.2590531,-85.63995804263892
L'Oreal Paris,Medford,2,42.2590531,-85.63995804263892
Lemi Shine,Hillsdale,2,-16.5080675,-68.1262832
Tide,Hobart,2,0,0
Tide,Mckinney,2,-16.5080675,-68.1262832
L'Oreal Paris,Honolulu,2,0,0
Lemi Shine,Houston,2,44.0689714,-123.8417316
Tide,Marion,2,44.0689714,-123.8417316
L'Oreal Paris,Huntington,2,0,0
Pendaflex,Huntington,2,-16.5080675,-68.1262832
Tide,Huntington,2,42.2590531,-85.63995804263892
L'oreal Paris,Huntington Beach,2,42.2590531,-85.63995804263892
L'Oreal Paris,Manchester,2,0,0
Tide,Middle River,2,34.0797054,-117.23501099958955
L'Oreal Paris,Middletown,2,33.4060825,-86.78985769796296
Clorox,Huntsville,2,44.0689714,-123.8417316
L'Oreal Paris,Harrisburg,2,42.2590531,-85.63995804263892
Tide,Mount Pleasant,2,42.2590531,-85.63995804263892
L'Oreal Paris,Greenville,2,48.4742305,7.3371149
L'oreal Paris,Greenville,2,42.2590531,-85.63995804263892
L'Oreal Paris,Morgantown,2,42.2590531,-85.63995804263892
Tide,Gretna,2,34.0797054,-117.23501099958955
Tide,Mooresville,2,-16.5080675,-68.1262832
L'Oreal Paris,Moore,2,25.7813034,-100.30184039898356
L'Oreal Paris,Montgomery,2,30.5291554,-97.6878799
Rubbermaid,Monterey,2,0,0
Tide,Monroe,2,49.1012095,-117.8565546
Clorox,Moncks Corner,2,34.0797054,-117.23501099958955
Tide,Modesto,2,4.7526689,-74.1085512
L'Oreal Paris,Modesto,2,0,0
Tide,Mobile,2,42.2590531,-85.63995804263892
Clorox,Mobile,2,-16.5080675,-68.1262832
Clorox,Missouri,2,42.2590531,-85.63995804263892
Nexxus,Minneapolis,2,34.0797054,-117.23501099958955
Tide,Hampton,2,-16.5080675,-68.1262832
Tide,Hanover,2,25.7813034,-100.30184039898356
L'Oreal Paris,Malden,2,30.5291554,-97.6878799
